Updated On,Merchant id,Merchant Name,averageConversionRate,averageCommission,logo,has_logo,category_id,category_name,domain_id,domain_name,country
2013-10-14T00:02:00+01:00,29757,Bondara,6.72%,24.46%,http://s.skimresources.com/logos/29757_Bondara.jpg,true,1,mature & adult,60397,bondara.co.uk,united kingdom
2013-10-14T00:02:00+01:00,68403,Live-Strip,0.33%,32.98%,http://s.skimresources.com/logos/68403.jpg,false,1,mature & adult,68457,livestrip.com,germany
2013-10-14T00:02:00+01:00,30758,Lovehoney,3.32%,20.55%,http://s.skimresources.com/logos/30758.jpg,false,1,mature & adult,33676,lovehoney.co.uk,united kingdom
2013-10-14T00:02:00+01:00,29432,Beate Uhse DE PUBLIC,1.35%,20%,http://s.skimresources.com/logos/29432.jpg,false,1,mature & adult,27531,shop.beate-uhse.com,germany
2013-10-14T00:02:00+01:00,36229,adultvideoscript.com,3.94%,20%,http://s.skimresources.com/logos/36229.jpg,false,1,mature & adult,34874,adultvideoscript.com,united states
2013-10-14T00:02:00+01:00,68410,lovershop,1.82%,20%,http://s.skimresources.com/logos/68410.jpg,false,1,mature & adult,68464,lovershop.de,germany
2013-10-14T00:02:00+01:00,1422,Sexshop 365,0.27%,18.01%,http://s.skimresources.com/logos/1422.jpg,false,1,mature & adult,60809,sexshop365.co.uk,united kingdom
2013-10-14T00:02:00+01:00,30746,Honeylicious,0.96%,16.99%,http://s.skimresources.com/logos/30746.jpg,false,1,mature & adult,33664,honeylicious.co.uk,international
2013-10-14T00:02:00+01:00,17381,passion8,0.15%,16%,http://s.skimresources.com/logos/17381.jpg,false,22,fashion & accessories;lingerie & sleepwear,8713,passion8.co.uk,"united kingdom,germany,united states,sweden,france,denmark,belgium,gibraltar,ireland,czech republic,canada,netherlands,spain,australia,liechtenstein,costa rica,cyprus,hong kong,united arab emirates,finland,china,italy,taiwan,el salvador,luxembourg"
2013-10-14T00:02:00+01:00,37711,U Star Novels Limited,4.2%,14%,http://s.skimresources.com/logos/37711.jpg,false,1,mature & adult,36968,ustarnovels.com,united states
2013-10-14T00:02:00+01:00,17738,*NEW!* High Commission Payout!,1.84%,10.5%,http://s.skimresources.com/logos/17738.jpg,false,37,health & beauty,9682,mykegelsecret.com,united states
2013-10-14T00:02:00+01:00,7996,BananaShoes Limited,0.51%,10.01%,http://s.skimresources.com/logos/7996.jpg,false,24,fashion & accessories;shoes,3011,bananashoes.com,united kingdom
2013-10-14T00:02:00+01:00,8119,Findmeagift.com,0.9%,10.01%,http://s.skimresources.com/logos/8119.jpg,false,32,games - pc & video,3134,find-me-a-gift.co.uk,united kingdom
2013-10-14T00:02:00+01:00,7928,PartyBox,1.74%,7.5%,http://s.skimresources.com/logos/7928.jpg,false,54,"toys, games & costumes",2943,partybox.co.uk,united kingdom
2013-10-14T00:02:00+01:00,8082,Jokers Masquerade,1.08%,7.5%,http://s.skimresources.com/logos/8082.jpg,false,54,"toys, games & costumes",3097,joke.co.uk,united kingdom
2013-10-14T00:02:00+01:00,21577,Kondomeriet,1.07%,7.5%,http://s.skimresources.com/logos/21577.jpg,false,1,mature & adult,18801,kondomeriet.no,norway
2013-10-14T00:02:00+01:00,30823,Amazon DE,10.73%,7.13%,http://s.skimresources.com/logos/30823.jpg,false,1,mature & adult,28970,amazon.de,germany
2013-10-14T00:02:00+01:00,1417,Everyonedoesit.com,1.52%,5%,http://s.skimresources.com/logos/1417.jpg,false,1,mature & adult,60516,everyonedoesit.com,united kingdom
2013-10-14T00:02:00+01:00,1423,Shytobuy.co.uk,0,0,http://s.skimresources.com/logos/1423.jpg,false,1,mature & adult,60818,shytobuy.co.uk,united kingdom
2013-10-14T00:02:00+01:00,1491,Ann Summers,0,0,http://s.skimresources.com/logos/1491.jpg,false,15,department stores,1290,annsummers.com,united kingdom
2013-10-14T00:02:00+01:00,1718,Knickerbox,0,0,http://s.skimresources.com/logos/1718.jpg,false,15,department stores,1517,knickerbox.co.uk,united kingdom
2013-10-14T00:02:00+01:00,8043,Party Delights,0,0,http://s.skimresources.com/logos/8043.jpg,false,40,home & garden,3058,partydelights.co.uk,united kingdom
2013-10-14T00:02:00+01:00,10500,Spencer Gifts,0,0,http://s.skimresources.com/logos/10500.jpg,false,33,gifts,4543,spencersonline.com,united states
2013-10-14T00:02:00+01:00,19448,"PFF Entertainment, LLC",0,0,http://s.skimresources.com/logos/19448.jpg,false,33,gifts,11392,sexyslang.com,united states
2013-10-14T00:02:00+01:00,19708,"JED Distributors, Llc.",0,0,http://s.skimresources.com/logos/19708.jpg,false,1,mature & adult,11652,simply4lovers.com,united states
2013-10-14T00:02:00+01:00,24036,Woodbrass España,0,0,http://s.skimresources.com/logos/24036.jpg,false,47,"music, mp3 & movies ",21317,es.woodbrass.com,spain
2013-10-14T00:02:00+01:00,27007,BM Web Enterprises.com,0,0,http://s.skimresources.com/logos/27007.jpg,false,1,mature & adult,24530,deepmemories.com,united states
2013-10-14T00:02:00+01:00,30786,Sex Shop 365,0,0,http://s.skimresources.com/logos/30786.jpg,false,1,mature & adult,33706,sexshop365.co.uk,united kingdom
2013-10-14T00:02:00+01:00,30797,Tenga,0,0,http://s.skimresources.com/logos/30797.jpg,false,1,mature & adult,33718,tenga.co.uk,united kingdom
2013-10-14T00:02:00+01:00,35170,Amazon FR,4.15%,0.72 / Lead,http://s.skimresources.com/logos/35170.jpg,false,1,mature & adult,33261,amazon.fr,france
2013-10-14T00:02:00+01:00,35307,Erotikknett,0,0,http://s.skimresources.com/logos/35307.jpg,false,1,mature & adult,33755,erotikknett.no,norway
2013-10-14T00:02:00+01:00,38486,Shytobuy Se,0,0,http://s.skimresources.com/logos/38486.jpg,false,39,health & beauty;health products,37806,shytobuy.se,united states
2013-10-14T00:02:00+01:00,39418,Betterthanstore Fashion Co.,0,0,http://s.skimresources.com/logos/39418.jpg,false,1,mature & adult,38803,skinbikini.com,united states
2013-10-14T00:02:00+01:00,40429,Sax Leather,0,0,http://s.skimresources.com/logos/40429.jpg,false,1,mature & adult,39885,saxleather.com.au,australia
2013-10-14T00:02:00+01:00,40430,Sax Leather,0,0,http://s.skimresources.com/logos/40430.jpg,false,1,mature & adult,39886,saxleather.com.au,australia
2013-10-14T00:02:00+01:00,40447,Bondage Store,0,0,http://s.skimresources.com/logos/40447.jpg,false,1,mature & adult,39903,bondagestore.com.au,australia
2013-10-14T00:02:00+01:00,40728,Bondage Store,0,0,http://s.skimresources.com/logos/40728.jpg,false,1,mature & adult,40181,bondagestore.com.au,australia
2013-10-14T00:02:00+01:00,40789,Women of the World,0,0,http://s.skimresources.com/logos/40789.jpg,false,1,mature & adult,40242,4womenoftheworld.com,international
2013-10-14T00:02:00+01:00,40936,Duroil - massage oil for men!,0,0,http://s.skimresources.com/logos/40936.jpg,false,1,mature & adult,40389,duroil.com,international
2013-10-14T00:02:00+01:00,40990,Honeylicious,0,0,http://s.skimresources.com/logos/40990.jpg,false,1,mature & adult,40443,honeylicious.co.uk,united kingdom
2013-10-14T00:02:00+01:00,41003,adultshop.com - Australia &amp;amp; NZ's Largest Online Adultstore,0,0,http://s.skimresources.com/logos/41003.jpg,false,1,mature & adult,40456,adultshop.com,australia
2013-10-14T00:02:00+01:00,41004,Adultsextoys.com - A Huge Range Of Adult Products,0,0,http://s.skimresources.com/logos/41004.jpg,false,1,mature & adult,40457,adultsextoys.com.au,australia
2013-10-14T00:02:00+01:00,41118,Wicked Tickles Lingerie Boutique,0,0,http://s.skimresources.com/logos/41118.jpg,false,1,mature & adult,40571,wickedtickles.co.uk,united kingdom
2013-10-14T00:02:00+01:00,41157,Sex Shop 365,0,0,http://s.skimresources.com/logos/41157.jpg,false,1,mature & adult,40610,sexshop365.co.uk,united kingdom
2013-10-14T00:02:00+01:00,45195,"Ranowear, Inc.",0,0,http://s.skimresources.com/logos/45195.jpg,false,1,mature & adult,44913,bodybody.com,united states
2013-10-14T00:02:00+01:00,49889,eSmokeClub,0,0,http://s.skimresources.com/logos/49889.jpg,false,1,mature & adult,50194,esmokeclub.com,united states
2013-10-14T00:02:00+01:00,51966,Spencers Gifts,0,0,http://s.skimresources.com/logos/51966.jpg,false,33,gifts,53822,spencersonline.com,united states
2013-10-14T00:02:00+01:00,55178,Honeylicious,0,0,http://s.skimresources.com/logos/55178.jpg,false,1,mature & adult,60599,honeylicious.co.uk,united kingdom
2013-10-14T00:02:00+01:00,68079,Adultshop,0,0,http://s.skimresources.com/logos/68079.jpg,false,1,mature & adult,68133,shop.adultshop.de,germany
2013-10-14T00:02:00+01:00,68080,Affaire.com,0.12%,0,http://s.skimresources.com/logos/68080.jpg,false,1,mature & adult,68134,affaire.com,germany
2013-10-14T00:02:00+01:00,68097,Augenweide,0,0,http://s.skimresources.com/logos/68097.jpg,false,1,mature & adult,68151,www2.augenweide.com,germany
2013-10-14T00:02:00+01:00,68110,Bdsm28,0,0,http://s.skimresources.com/logos/68110.jpg,false,1,mature & adult,68164,bdsm28.de,germany
2013-10-14T00:02:00+01:00,68136,BLUVISTA.tv,0.63%,0,http://s.skimresources.com/logos/68136.jpg,false,1,mature & adult,68190,bluvista.tv,germany
2013-10-14T00:02:00+01:00,68137,BluvistaCams,0,0,http://s.skimresources.com/logos/68137.jpg,false,1,mature & adult,68191,bluvistacams.tv,germany
2013-10-14T00:02:00+01:00,68138,BluVistaClub.tv,0,0,http://s.skimresources.com/logos/68138.jpg,false,1,mature & adult,68192,bluvistaclub.tv,germany
2013-10-14T00:02:00+01:00,68171,Coupe-Club.de,0,0,http://s.skimresources.com/logos/68171.jpg,false,1,mature & adult,68225,coupe-club.de,germany
2013-10-14T00:02:00+01:00,68239,Erotic Lounge,0,0,http://s.skimresources.com/logos/68239.jpg,false,1,mature & adult,68293,erotic-lounge.com,germany
2013-10-14T00:02:00+01:00,68250,Fake ID,0,0,http://s.skimresources.com/logos/68250.jpg,false,1,mature & adult,68304,fake-id.de,germany
2013-10-14T00:02:00+01:00,68258,Fetisch.de,0.79%,0,http://s.skimresources.com/logos/68258.jpg,false,1,mature & adult,68312,fetisch.de,germany
2013-10-14T00:02:00+01:00,68259,Fetischaudio,0,0,http://s.skimresources.com/logos/68259.jpg,false,1,mature & adult,68313,fetischaudio.de,germany
2013-10-14T00:02:00+01:00,68280,FoxClub,0,0,http://s.skimresources.com/logos/68280.jpg,false,1,mature & adult,68334,foxclub.de,germany
2013-10-14T00:02:00+01:00,68289,Froehle Shop,0,0,http://s.skimresources.com/logos/68289.jpg,false,1,mature & adult,68343,froehle-shop.de,germany
2013-10-14T00:02:00+01:00,68290,FunDorado,0.07%,0,http://s.skimresources.com/logos/68290.jpg,false,1,mature & adult,68344,fundorado.de,germany
2013-10-14T00:02:00+01:00,68304,Gesext,0,0,http://s.skimresources.com/logos/68304.jpg,false,1,mature & adult,68358,gesext.de,germany
2013-10-14T00:02:00+01:00,68435,Missdeluxe,0,0,http://s.skimresources.com/logos/68435.jpg,false,1,mature & adult,68489,missdeluxe.de,germany
2013-10-14T00:02:00+01:00,68452,MyDirtyMobile,0,0,http://s.skimresources.com/logos/68452.jpg,false,1,mature & adult,68506,mydirtymobile.com,germany
2013-10-14T00:02:00+01:00,68469,nowyoo.com,0,0,http://s.skimresources.com/logos/68469.jpg,false,1,mature & adult,68523,nowyoo.com,germany
2013-10-14T00:02:00+01:00,68476,Omocha Dreams,0,0,http://s.skimresources.com/logos/68476.jpg,false,1,mature & adult,68530,omochadreams.de,germany
2013-10-14T00:02:00+01:00,68481,OpenErotik,0,0,http://s.skimresources.com/logos/68481.jpg,false,1,mature & adult,68535,shop.openerotik.de,germany
2013-10-14T00:02:00+01:00,68507,Praline Club,0,0,http://s.skimresources.com/logos/68507.jpg,false,1,mature & adult,68561,piep.de,germany
2013-10-14T00:02:00+01:00,68508,Pralinevideos,0,0,http://s.skimresources.com/logos/68508.jpg,false,1,mature & adult,68562,praline-videos.de,germany
2013-10-14T00:02:00+01:00,68534,Rezzi,0,0,http://s.skimresources.com/logos/68534.jpg,false,1,mature & adult,68588,rezzi.de,germany
2013-10-14T00:02:00+01:00,68544,SaDorado,0,0,http://s.skimresources.com/logos/68544.jpg,false,1,mature & adult,68598,sadorado.com,germany
2013-10-14T00:02:00+01:00,68565,Sexpartnerclub Lead,0,0,http://s.skimresources.com/logos/68565.jpg,false,1,mature & adult,68619,sexpartnerclub.de,germany
2013-10-14T00:02:00+01:00,68566,Sexpartnerclub.de,0,0,http://s.skimresources.com/logos/68566.jpg,false,1,mature & adult,68620,sexpartnerclub.de,germany
2013-10-14T00:02:00+01:00,68567,Sexspecht,0,0,http://s.skimresources.com/logos/68567.jpg,false,1,mature & adult,68621,sexspecht.com,germany
2013-10-14T00:02:00+01:00,68568,Sexy.de,0,0,http://s.skimresources.com/logos/68568.jpg,false,1,mature & adult,68622,sexy.de,germany
2013-10-14T00:02:00+01:00,68606,SweetSin,0,0,http://s.skimresources.com/logos/68606.jpg,false,1,mature & adult,68660,sweet-sin.de,germany
2013-10-14T00:02:00+01:00,10792,NOVICA,1.6%,8%,http://s.skimresources.com/logos/10792.gif,true,21,fashion & accessories;jewelry,4726,novica.com,united states
2013-10-14T00:02:00+01:00,45889,LN-CC,1.77%,11%,http://s.skimresources.com/logos/45889.png,true,2,"arts, crafts & hobbies",45714,ln-cc.com,"united kingdom,international"
2013-10-14T00:02:00+01:00,78202,Blurb,1.59%,13.62%,http://s.skimresources.com/logos/78202.png,true,2,"arts, crafts & hobbies",87810,blurb.com,united kingdom
2013-10-14T00:02:00+01:00,11248,Musician's Friend,0.11%,8%,http://s.skimresources.com/logos/11248_MF.gif,true,47,"music, mp3 & movies ",5014,musiciansfriend.com,united states
2013-10-14T00:02:00+01:00,17388,Birthday Express,2.02%,8%,http://s.skimresources.com/logos/17388_BirthdayExpress.gif,true,27,"food, drink & dining",12739,celebrateexpress.com,united states
2013-10-14T00:02:00+01:00,11650,HP Snapfish - The Best Value in Photography,4.71%,7.18%,http://s.skimresources.com/logos/11650_Snapfish.gif,true,10,consumer electronics;cameras & photos,5258,snapfish.com,international
2013-10-14T00:02:00+01:00,46269,AllPosters.com,1.33%,7.13%,http://s.skimresources.com/logos/46269.gif,true,43,home & garden;furniture & interior design,46113,allposters.com,united states
2013-10-14T00:02:00+01:00,46268,Art.com,0.9%,6.53%,http://s.skimresources.com/logos/46268.gif,true,2,"arts, crafts & hobbies",46112,art.com,united kingdom
2013-10-14T00:02:00+01:00,1576,Tesco.com,2.7%,4.54%,http://s.skimresources.com/logos/1576_Tesco.jpg,true,2,"arts, crafts & hobbies",1375,tesco.com,united kingdom
2013-10-14T00:02:00+01:00,12679,Amazon UK,5.44%,2.97 / Lead,http://s.skimresources.com/logos/12679_Amazon.jpg,true,2,"arts, crafts & hobbies",6310,amazon.co.uk,united kingdom
2013-10-14T00:02:00+01:00,20157,WebsiteBroker Inc.,0.33%,40%,http://s.skimresources.com/logos/20157.jpg,false,17,education & careers,12101,websitebroker.com,united states
2013-10-14T00:02:00+01:00,8088,Truprint,16.25%,33.07%,http://s.skimresources.com/logos/8088.jpg,false,57,"web, online & it services",3103,truprint.co.uk,united kingdom
2013-10-14T00:02:00+01:00,27632,Terre Mouvante Cie,0.16%,30%,http://s.skimresources.com/logos/27632.jpg,false,614,Music & Movies,25610,guitar-online.com,international
2013-10-14T00:02:00+01:00,92555,Kiwi Crate,1.3%,27.64%,http://s.skimresources.com/logos/92555.jpg,false,620,"Babies, Children & Parenting",106260,kiwicrate.com,
2013-10-14T00:02:00+01:00,20104,"Virtual Sheet Music, Inc.",0.51%,25.01%,http://s.skimresources.com/logos/20104.jpg,false,10,consumer electronics;cameras & photos,12048,virtualsheetmusic.com,united states
2013-10-14T00:02:00+01:00,9180,Astrology.com,0.17%,20.01%,http://s.skimresources.com/logos/9180.jpg,false,2,"arts, crafts & hobbies",3761,chartshop.com,united states
2013-10-14T00:02:00+01:00,20133,Watch &amp;amp; Learn Inc,0.47%,20%,http://s.skimresources.com/logos/20133.jpg,false,10,consumer electronics;cameras & photos,12077,freeguitarvideos.com,united states
2013-10-14T00:02:00+01:00,48731,StickerYou,0.5%,20%,http://s.skimresources.com/logos/48731.jpg,false,2,"arts, crafts & hobbies",48780,stickeryou.com,united states
2013-10-14T00:02:00+01:00,1266,Preloved,3.71%,19.99%,http://s.skimresources.com/logos/1266.jpg,false,57,"web, online & it services",60764,preloved.co.uk,united kingdom
2013-10-14T00:02:00+01:00,68380,Klebefieber,2.57%,19.99%,http://s.skimresources.com/logos/68380.jpg,false,2,"arts, crafts & hobbies",68434,klebefieber.de,germany
2013-10-14T00:02:00+01:00,8110,GreatMagazines,1.99%,17.38%,http://s.skimresources.com/logos/8110.jpg,false,5,books & magazines,3125,greatmagazines.co.uk,united kingdom
2013-10-14T00:02:00+01:00,10212,Ancestry.com,0.05%,16.84%,http://s.skimresources.com/logos/10212.jpg,false,2,"arts, crafts & hobbies",4353,ancestry.com,united states
2013-10-14T00:02:00+01:00,11379,Checks In The Mail,1.79%,15.59%,http://s.skimresources.com/logos/11379.jpg,false,48,office supplies & stationary,5092,secure.checksinthemail.com,united states
2013-10-14T00:02:00+01:00,8155,PhotoBox,1.52%,15.26%,http://s.skimresources.com/logos/8155.jpg,false,11,consumer electronics;gadgets & geeks,3170,photobox.co.uk,united kingdom
2013-10-14T00:02:00+01:00,7963,Oneposter.com,0.78%,15.02%,http://s.skimresources.com/logos/7963.jpg,false,18,fashion & accessories,2978,oneposter.com,united kingdom
2013-10-14T00:02:00+01:00,8028,Easyart,14.68%,15%,http://s.skimresources.com/logos/8028.jpg,false,40,home & garden,3043,en.easyart.com,united kingdom
2013-10-14T00:02:00+01:00,10963,"CafePress-Custom T-Shirts, Unique Gifts, Posters and more.",0.83%,15%,http://s.skimresources.com/logos/10963.jpg,false,2,"arts, crafts & hobbies",4845,click.cafepress.com,united kingdom
2013-10-14T00:02:00+01:00,18854,Imagekind-Artwork from independent artists,0.24%,15%,http://s.skimresources.com/logos/18854.jpg,false,10,consumer electronics;cameras & photos,10798,imagekind.com,united states
2013-10-14T00:02:00+01:00,37899,DaySpring Cards Inc,1.23%,13%,http://s.skimresources.com/logos/37899.jpg,false,2,"arts, crafts & hobbies",37169,dayspring.com,united states
2013-10-14T00:02:00+01:00,88397,Blurb FR,1.41%,12%,http://s.skimresources.com/logos/88397.jpg,false,2,"arts, crafts & hobbies",101800,fr.blurb.com,france
2013-10-14T00:02:00+01:00,48904,Little Fashion Gallery FR,1.3%,10.75%,http://s.skimresources.com/logos/48904.jpg,false,2,"arts, crafts & hobbies",48972,littlefashiongallery.com,france
2013-10-14T00:02:00+01:00,9429,Calendars.com / DogBreedStore.com,0.39%,10.01%,http://s.skimresources.com/logos/9429.jpg,false,5,books & magazines,3850,calendarclub.ca,canada
2013-10-14T00:02:00+01:00,10793,Simply Whispers,6.32%,10%,http://s.skimresources.com/logos/10793.jpg,false,21,fashion & accessories;jewelry,28763,simplywhispers.com,united states
2013-10-14T00:02:00+01:00,20958,www.diecastmodelswholesale.com,0.43%,10%,http://s.skimresources.com/logos/20958.jpg,false,54,"toys, games & costumes",13402,diecastmodelswholesale.com,united states
2013-10-14T00:02:00+01:00,26140,EasyTech Trading Pte. Ltd.,1%,10%,http://s.skimresources.com/logos/26140.jpg,false,8,consumer electronics,23636,bestofferbuy.com,united states
2013-10-14T00:02:00+01:00,38396,BlueMoonScrapbooking,0.38%,10%,http://s.skimresources.com/logos/38396.jpg,false,2,"arts, crafts & hobbies",37716,bluemoonscrapbooking.com,united states
2013-10-14T00:02:00+01:00,39011,Paper Culture,2.03%,10%,http://s.skimresources.com/logos/39011.jpg,false,48,office supplies & stationary,38369,paperculture.com,united states
2013-10-14T00:02:00+01:00,45071,Crown Display Inc.,8.39%,10%,http://s.skimresources.com/logos/45071.jpg,false,2,"arts, crafts & hobbies",44789,factorydirectparty.com,united states
2013-10-14T00:02:00+01:00,45551,ClickToShop LLC,0.94%,10%,http://s.skimresources.com/logos/45551.jpg,false,617,Society & Culture,45294,oktoberfesthaus.com,united states
2013-10-14T00:02:00+01:00,24909,Media Storehouse,0.42%,9.98%,http://s.skimresources.com/logos/24909.jpg,false,11,consumer electronics;gadgets & geeks,22403,mediastorehouse.com,united kingdom
2013-10-14T00:02:00+01:00,54576,Blurb,1.55%,9.49%,http://s.skimresources.com/logos/54576.jpg,false,2,"arts, crafts & hobbies",56785,blurb.com,"united states,canada"
2013-10-14T00:02:00+01:00,7960,Buyagift.co.uk,1.6%,8.96%,http://s.skimresources.com/logos/7960.jpg,false,53,tickets & events,2975,buyagift.co.uk,united kingdom
2013-10-14T00:02:00+01:00,46401,"Autogeardepot.com, Inc.",0.66%,8.5%,http://s.skimresources.com/logos/46401.jpg,false,3,"automotive, cars & bikes",46272,licenseplates.tv,united states
2013-10-14T00:02:00+01:00,8027,Firebox,0.55%,8.48%,http://s.skimresources.com/logos/8027.jpg,false,11,consumer electronics;gadgets & geeks,3042,firebox.com,united kingdom
2013-10-14T00:02:00+01:00,8096,Musicroom.com,5.37%,8.14%,http://s.skimresources.com/logos/8096.jpg,false,47,"music, mp3 & movies ",3111,musicroom.com,united kingdom
2013-10-14T00:02:00+01:00,9162,Joann.com,0.56%,8%,http://s.skimresources.com/logos/9162.jpg,false,2,"arts, crafts & hobbies",3775,joann.com,united states
2013-10-14T00:02:00+01:00,9165,fabric.com,10.35%,8%,http://s.skimresources.com/logos/9165.jpg,false,2,"arts, crafts & hobbies",3772,fabric.com,united states
2013-10-14T00:02:00+01:00,11123,Budk.com,0.91%,8%,http://s.skimresources.com/logos/11123.jpg,false,2,"arts, crafts & hobbies",28666,budk.com,united states
2013-10-14T00:02:00+01:00,22851,Memory Prints,0.56%,8%,http://s.skimresources.com/logos/22851.jpg,false,2,"arts, crafts & hobbies",20085,ssplprints.com,united kingdom
2013-10-14T00:02:00+01:00,24158,Party Packs,1.02%,8%,http://s.skimresources.com/logos/24158.jpg,false,54,"toys, games & costumes",21468,partypacks.co.uk,united kingdom
2013-10-14T00:02:00+01:00,39340,"Collections Etc., Inc.",0.12%,8%,http://s.skimresources.com/logos/39340.jpg,false,2,"arts, crafts & hobbies",38702,collectionsetc.com,united states
2013-10-14T00:02:00+01:00,92566,MagicMurals.com,0.96%,8%,http://s.skimresources.com/logos/92566.jpg,false,2,"arts, crafts & hobbies",106271,magicmurals.com,united states
2013-10-14T00:02:00+01:00,38039,Hancock Fabrics,1.07%,7.63%,http://s.skimresources.com/logos/38039.jpg,false,2,"arts, crafts & hobbies",37331,hancockfabrics.com,united states
2013-10-14T00:02:00+01:00,36403,focalprice technology Co.Ltd,1.24%,7.57%,http://s.skimresources.com/logos/36403.jpg,false,8,consumer electronics,35168,focalprice.com,international
2013-10-14T00:02:00+01:00,36604,Ella Publishing Co.,1.63%,7.51%,http://s.skimresources.com/logos/36604.jpg,false,2,"arts, crafts & hobbies",35399,ellapublishing.com,united states
2013-10-14T00:02:00+01:00,30823,Amazon DE,10.73%,7.13%,http://s.skimresources.com/logos/30823.jpg,false,1,mature & adult,28970,amazon.de,germany
2013-10-14T00:02:00+01:00,23358,EntertainmentEarth.com,0.1%,7.06%,http://s.skimresources.com/logos/23358.jpg,false,54,"toys, games & costumes",36146,entertainmentearth.com,international
2013-10-14T00:02:00+01:00,11118,CartoonNetworkShop.com,0.46%,7.01%,http://s.skimresources.com/logos/11118.jpg,false,2,"arts, crafts & hobbies",4922,cartoonnetworkshop.com,united states
2013-10-14T00:02:00+01:00,9419,The Scholastic Store Online,0.03%,7%,http://s.skimresources.com/logos/9419.jpg,false,5,books & magazines,3842,store.scholastic.com,united states
2013-10-14T00:02:00+01:00,23131,Yesasia,0.47%,6.53%,http://s.skimresources.com/logos/23131.jpg,false,2,"arts, crafts & hobbies",20365,yesasia.com,international
2013-10-14T00:02:00+01:00,44552,Music &amp;amp; Arts,0.54%,6.01%,http://s.skimresources.com/logos/44552.jpg,false,2,"arts, crafts & hobbies",44197,musicarts.com,united states
2013-10-14T00:02:00+01:00,11112,WWE,2.12%,6%,http://s.skimresources.com/logos/11112.jpg,false,2,"arts, crafts & hobbies",4918,wweshop.com,united states
2013-10-14T00:02:00+01:00,11253,Guitar Center,0.37%,6%,http://s.skimresources.com/logos/11253.jpg,false,47,"music, mp3 & movies ",5017,guitarcenter.com,international
2013-10-14T00:02:00+01:00,51273,Conrad,1.13%,6%,http://s.skimresources.com/logos/51273.jpg,false,613,Technology & Gadgets,53105,conrad.se,sweden
2013-10-14T00:02:00+01:00,39726,Discount Dance,12.27%,5.75%,http://s.skimresources.com/logos/39726.jpg,false,18,fashion & accessories,60955,discountdance.com,united states
2013-10-14T00:02:00+01:00,11125,Fox Shop,0.7%,5%,http://s.skimresources.com/logos/11125.jpg,false,2,"arts, crafts & hobbies",4926,foxshop.com,united states
2013-10-14T00:02:00+01:00,19621,SameDayMusic.com,0.16%,5%,http://s.skimresources.com/logos/19621.jpg,false,10,consumer electronics;cameras & photos,11565,samedaymusic.com,united states
2013-10-14T00:02:00+01:00,24871,HBO Store,2.18%,5%,http://s.skimresources.com/logos/24871.jpg,false,2,"arts, crafts & hobbies",22483,store.hbo.com,united states
2013-10-14T00:02:00+01:00,46047,CheapHumidors.com,4.06%,5%,http://s.skimresources.com/logos/46047.jpg,false,2,"arts, crafts & hobbies",45888,cheaphumidors.com,united states
2013-10-14T00:02:00+01:00,12280,Meijer,1.15%,4.08%,http://s.skimresources.com/logos/12280.jpg,false,15,department stores,5651,meijer.com,international
2013-10-14T00:02:00+01:00,30458,Early Learning Centre,1%,4%,http://s.skimresources.com/logos/30458.jpg,false,17,education & careers,28544,elc.co.uk,united kingdom
2013-10-14T00:02:00+01:00,75104,Waterstones,1.11%,4%,http://s.skimresources.com/logos/75104.jpg,false,2,"arts, crafts & hobbies",83978,waterstones.com,
2013-10-14T00:02:00+01:00,8009,B &amp;amp; Q,0.2%,3.67%,http://s.skimresources.com/logos/8009.jpg,false,40,home & garden,3024,diy.com,united kingdom
2013-10-14T00:02:00+01:00,22786,Mysn-Notebooks,0.19%,3.59%,http://s.skimresources.com/logos/22786.jpg,false,7,computers & software,20020,mysn.de,germany
2013-10-14T00:02:00+01:00,924,Gear4music,0.21%,3.5%,http://s.skimresources.com/logos/924.jpg,false,47,"music, mp3 & movies ",60555,gear4music.com,united kingdom
2013-10-14T00:02:00+01:00,30162,Ideal World,4.07%,3.47%,http://s.skimresources.com/logos/30162.jpg,false,8,consumer electronics,28257,idealworld.tv,united kingdom
2013-10-14T00:02:00+01:00,10652,Home Depot,0.12%,3%,http://s.skimresources.com/logos/10652.jpg,false,40,home & garden,4647,homedepot.com,united states
2013-10-14T00:02:00+01:00,39778,Super Mart,2.72%,3%,http://s.skimresources.com/logos/39778.jpg,false,47,"music, mp3 & movies ",61005,supermart.com,united states
2013-10-14T00:02:00+01:00,28927,saxoprint DE,11.11%,1.58%,http://s.skimresources.com/logos/28927.jpg,false,2,"arts, crafts & hobbies",27026,meindruckportal.de,germany
2013-10-14T00:02:00+01:00,38733,Paper Source,1.34%,1%,http://s.skimresources.com/logos/38733.jpg,false,48,office supplies & stationary,38077,paper-source.com,united states
2013-10-14T00:02:00+01:00,17918,ArtsCow.com,3.2%,0.78%,http://s.skimresources.com/logos/17918.jpg,false,33,gifts,9862,artscow.com,international
2013-10-14T00:02:00+01:00,734,Johnson Crafts,0,0,http://s.skimresources.com/logos/734.jpg,false,2,"arts, crafts & hobbies",60632,johnsoncrafts.co.uk,united kingdom
2013-10-14T00:02:00+01:00,810,Maps International,0,0,http://s.skimresources.com/logos/810.jpg,false,5,books & magazines,60680,mapsinternational.co.uk,united kingdom
